inci_no,Year,Season,Alm_Date,Address,Incident Type,Incident Type Number,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved
18641,2012,Summer,7/18/2012,433 S 2ND 411 City of Louisville KY 40202,Structure Fire,113,"113 - Cooking fire, confined to container",1200,1000,2200,300000,297800
18658,2012,Summer,7/18/2012,2314 MEDFORD N/A City of Louisville KY 40218,Outside Fire,154,154 - Dumpster or other outside trash receptacle fire,100,0,100,0,-100
18699,2012,Summer,7/18/2012,3544 BROCKTON 3 City of Cambridge KY 40220,Structure Fire,111,111 - Building fire,40000,100000,140000,346000,206000
18702,2012,Summer,7/18/2012,223 E OAK N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,30000,50000,80000,300000,220000
18772,2012,Summer,7/19/2012,140 N 4TH 5th floor City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,500,4500,5000,4500,-500
18798,2012,Summer,7/19/2012,1815 W BROADWAY room City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,500,500,1000,500
18842,2012,Summer,7/19/2012,3924 S 3RD N/A City of Louisville KY 40214,Structure Fire,111,111 - Building fire,10000,40000,50000,100000,50000
18927,2012,Summer,7/19/2012,2932 DUMESNIL na City of Louisville KY 40211,Structure Fire,120,"120 - Fire in mobile prop. used as a fixed struc., other",0,500,500,1000,500
19099,2012,Summer,7/21/2012,310 N HITE 9 City of Louisville KY 40206,Structure Fire,111,111 - Building fire,0,500,500,500,0
19143,2012,Summer,7/21/2012,2416 EMIL NA City of Louisville KY 40217,Structure Fire,111,111 - Building fire,2500,20000,22500,116000,93500
19149,2012,Summer,7/21/2012,S 28TH City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,1500,1500,1500,0
19285,2012,Summer,7/23/2012,1023 RUNELL n/a City of Louisville KY 40214,Vehicle Fire,130,"130 - Mobile property (vehicle) fire, other",1000,15000,16000,85000,69000
19375,2012,Summer,7/24/2012,3518 GRAND n/a City of Louisville KY 40211,Structure Fire,111,111 - Building fire,5000,10000,15000,60000,45000
19455,2012,Summer,7/24/2012,1935 FRANKFORT N/A City of Louisville KY 40206,Outside Fire,151,"151 - Outside rubbish, trash or waste fire",0,50,50,50,0
19465,2012,Summer,7/25/2012,208 S SHAWNEE 1 City of Louisville KY 40212,Structure Fire,111,111 - Building fire,0,1000,1000,100000,99000
19523,2012,Summer,7/25/2012,515 S 20TH N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,5000,3000,8000,90000,82000
19699,2012,Summer,7/27/2012,1001 BARDSTOWN N/A City of Louisville KY 40204,Structure Fire,113,"113 - Cooking fire, confined to container",2000,0,2000,NULL,NULL
19978,2012,Summer,7/29/2012,434 EASTERN N/A City of Louisville KY 40217,Structure Fire,111,111 - Building fire,2000,2000,4000,364120,360120
19997,2012,Summer,7/30/2012,1237 FISCHER n/a City of Louisville KY 40204,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
20001,2012,Summer,7/30/2012,2300 LEXINGTON N/A City of Louisville KY 40206,Structure Fire,111,111 - Building fire,0,500,500,750000,749500
20042,2012,Summer,7/30/2012,1235 FISCHER n/a City of Louisville KY 40204,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
20167,2012,Summer,7/31/2012,520 MONTANA n/a City of Louisville KY 40208,Structure Fire,111,111 - Building fire,2000,5000,7000,10000,3000
20211,2012,Summer,7/31/2012,740 E KENTUCKY N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,0,1000,1000,10000,9000
20336,2012,Autumn,8/2/2012,518 N HITE n/a City of Louisville KY 40206,Structure Fire,111,111 - Building fire,5000,30000,35000,110540,75540
20432,2012,Autumn,8/3/2012,837 S 32ND NA City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,10000,10000,80000,70000
20459,2012,Autumn,8/3/2012,724 S 38TH 2 City of Louisville KY 40211,Structure Fire,113,"113 - Cooking fire, confined to container",200,0,200,NULL,NULL
20463,2012,Autumn,8/3/2012,1025 S 40TH n/a City of Louisville KY 40211,Structure Fire,111,111 - Building fire,4000,12000,16000,35000,19000
20580,2012,Autumn,8/4/2012,515 SPANISH N/A City of Louisville KY 40214,Structure Fire,111,111 - Building fire,500,5000,5500,89500,84000
20654,2012,Autumn,8/5/2012,3516 RAMONA n/a City of Cambridge KY 40220,Structure Fire,112,112 - Fires in structure other than in a building,50,0,50,0,-50
20665,2012,Autumn,8/5/2012,1821 W OAK N/A City of Louisville KY 40210,Structure Fire,111,111 - Building fire,15000,35000,50000,75000,25000
20665,2012,Autumn,8/5/2012,1823 W OAK N/A City of Louisville KY 40210,Structure Fire,111,111 - Building fire,0,3000,3000,85000,82000
20709,2012,Autumn,8/6/2012,700 W OAK REAR City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
20816,2012,Autumn,8/7/2012,1344 BEECH n/a City of Louisville KY 40211,Structure Fire,111,111 - Building fire,100,0,100,675000,674900
20843,2012,Autumn,8/7/2012,S 25TH City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,2500,1500
20889,2012,Autumn,8/8/2012,3747 PENWAY n/a City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
20891,2012,Autumn,8/8/2012,1009 DRESDEN n/a City of Louisville KY 40215,Structure Fire,111,111 - Building fire,0,2000,2000,10000,8000
20893,2012,Autumn,8/8/2012,1930 OLIVE Laundry City of Louisville KY 40210,Structure Fire,111,111 - Building fire,100,500,600,500,-100
20959,2012,Autumn,8/8/2012,4307 ELLIOTT n/a City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,200,200,99990,99790
21006,2012,Autumn,8/9/2012,3027 GREENWOOD 000A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,500,1000,1500,90000,88500
21156,2012,Autumn,8/10/2012,SOUTHERN City of Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,1500,1500,8000,6500
21209,2012,Autumn,8/11/2012,S 4TH City of Louisville KY 40208,Structure Fire,113,"113 - Cooking fire, confined to container",0,400,400,1000000,999600
21251,2012,Autumn,8/12/2012,232 N CAMPBELL N/A City of Louisville KY 40206,Outside Fire,151,"151 - Outside rubbish, trash or waste fire",250,250,500,250,-250
21292,2012,Autumn,8/12/2012,446 N 26TH 1 thru 4 City of Louisville KY 40212,Outside Fire,160,"160 - Special outside fire, other",30,0,30,0,-30
21303,2012,Autumn,8/12/2012,2013 ROWAN N/A City of Louisville KY 40203,Structure Fire,112,112 - Fires in structure other than in a building,0,500,500,500,0
21306,2012,Autumn,8/12/2012,2530 ROWAN N/A City of Louisville KY 40212,Structure Fire,111,111 - Building fire,250,3000,3250,80000,76750
21303,2012,Autumn,8/12/2012,2013 ROWAN N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,0,5000,5000,65000,60000
21303,2012,Autumn,8/12/2012,2015 ROWAN N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,0,15000,15000,50000,35000
21358,2012,Autumn,8/13/2012,1000 E MUHAMMAD ALI N/A City of Louisville KY 40204,Structure Fire,111,111 - Building fire,10000,15000,25000,38000,13000
21405,2012,Autumn,8/13/2012,700 DOUGLAS n/a City of Louisville KY 40214,Outside Fire,151,"151 - Outside rubbish, trash or waste fire",0,300,300,300,0
21458,2012,Autumn,8/14/2012,1780 I 264 East N/A City of Cambridge KY 40220,Vehicle Fire,132,132 - Road freight or transport vehicle fire,0,300,300,300,0
21500,2012,Autumn,8/14/2012,16 HIGHWOOD none City of Louisville KY 40206,Structure Fire,113,"113 - Cooking fire, confined to container",250,1000,1250,300000,298750
21533,2012,Autumn,8/15/2012,2920 BANK None City of Louisville KY 40212,Structure Fire,111,111 - Building fire,0,10000,10000,22500,12500
21599,2012,Autumn,8/15/2012,538 E ORMSBY n/a City of Louisville KY 40203,Structure Fire,111,111 - Building fire,2000,25000,27000,60000,33000
21631,2012,Autumn,8/16/2012,N BROOK City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,200,1500,1700,1500,-200
21672,2012,Autumn,8/16/2012,2929 GARLAND N/A City of Louisville KY 40211,Vehicle Fire,138,138 - Off-road vehicle or heavy equipment fire,0,10000,10000,10000,0
21729,2012,Autumn,8/17/2012,3202 FRANKFORT n/a City of Louisville KY 40206,Structure Fire,111,111 - Building fire,0,50,50,200000,199950
21864,2012,Autumn,8/18/2012,2001 NEWBURG n/a City of Kingsley KY 40205,Vehicle Fire,131,131 - Passenger vehicle fire,200,1500,1700,1500,-200
21935,2012,Autumn,8/19/2012,1525 CLARA N/A City of Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
21950,2012,Autumn,8/19/2012,1747 W GAULBERT n/a City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,12000,12000,12000,0
21987,2012,Autumn,8/19/2012,4104 LAURELWOOD n/a City of Cambridge KY 40220,Outside Fire,160,"160 - Special outside fire, other",0,500,500,1500,1000
22003,2012,Autumn,8/19/2012,301 ROCK CLIFF 5 City of Louisville KY 40218,Structure Fire,111,111 - Building fire,0,1500,1500,2500,1000
22057,2012,Autumn,8/20/2012,DIXIE City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,200,31500,31700,31500,-200
22112,2012,Autumn,8/20/2012,206 ROCK CLIFF 206 City of Louisville KY 40218,Structure Fire,111,111 - Building fire,0,1000,1000,250000,249000
22115,2012,Autumn,8/20/2012,937 PHILLIPS n/a City of Louisville KY 40209,Vehicle Fire,131,131 - Passenger vehicle fire,500,2000,2500,3500,1000
22121,2012,Autumn,8/20/2012,3320 PRESTON NA City of Audubon Park KY 40213,Vehicle Fire,131,131 - Passenger vehicle fire,0,2500,2500,4000,1500
22143,2012,Autumn,8/21/2012,2151 GOLDSMITH 25 City of Louisville KY 40218,Structure Fire,111,111 - Building fire,0,300,300,250000,249700
22149,2012,Autumn,8/21/2012,2311 S 36TH N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,500,1500,2000,35000,33000
22273,2012,Autumn,8/22/2012,3408 DR WILLIAM G WEATHERS N/A City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
22280,2012,Autumn,8/22/2012,461 HURON n/a City of Louisville KY 40209,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
22306,2012,Autumn,8/22/2012,1200 MAPLE Print Rag Bay City of Louisville KY 40210,Structure Fire,118,"118 - Trash or rubbish fire, contained",200,0,200,0,-200
22280,2012,Autumn,8/22/2012,461 HURON n/a City of Louisville KY 40209,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
22416,2012,Autumn,8/24/2012,1712 MAE STREET KIDD na City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,500,2000,2500,2000,-500
22459,2012,Autumn,8/24/2012,N 17TH City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
22489,2012,Autumn,8/24/2012,2317 WILSON na City of Louisville KY 40210,Structure Fire,111,111 - Building fire,2000,8000,10000,8000,-2000
22489,2012,Autumn,8/24/2012,2317 WILSON na City of Louisville KY 40210,Structure Fire,111,111 - Building fire,0,3000,3000,3000,0
22513,2012,Autumn,8/25/2012,2127 PORTLAND n/a City of Louisville KY 40212,Structure Fire,111,111 - Building fire,15000,50000,65000,70000,5000
22534,2012,Autumn,8/25/2012,1010 S 32ND na City of Louisville KY 40211,Structure Fire,111,111 - Building fire,10000,15000,25000,80000,55000
22537,2012,Autumn,8/25/2012,225 ABRAHAM FLEXNER 1st floor City of Louisville KY 40202,Structure Fire,111,111 - Building fire,5000,5000,10000,3000000,2990000
22588,2012,Autumn,8/25/2012,4905 GRANT n/a City of Louisville KY 40214,Structure Fire,118,"118 - Trash or rubbish fire, contained",1000,0,1000,0,-1000
22592,2012,Autumn,8/25/2012,WILSON City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
22607,2012,Autumn,8/26/2012,117 S 40TH n/a City of Louisville KY 40212,Structure Fire,111,111 - Building fire,500,5000,5500,5000,-500
22619,2012,Autumn,8/26/2012,4919 WABASH n/a City of Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,5000,5000,5000,0
22660,2012,Autumn,8/26/2012,13581 I 65 North n/a City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,100,5000,5100,5000,-100
22719,2012,Autumn,8/27/2012,3025 HIKES N/A City of Cambridge KY 40220,Vehicle Fire,131,131 - Passenger vehicle fire,500,3500,4000,4000,0
22733,2012,Autumn,8/27/2012,10 I 71 South N/A City of Louisville KY 40206,Vehicle Fire,132,132 - Road freight or transport vehicle fire,0,1000,1000,375000,374000
22735,2012,Autumn,8/27/2012,2710 GREENWOOD na City of Louisville KY 40211,Structure Fire,111,111 - Building fire,5000,25000,30000,25000,-5000
22870,2012,Autumn,8/28/2012,849 S 26TH N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,15000,15000,45000,30000
22898,2012,Autumn,8/29/2012,2202 BOLLING N/a City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
22937,2012,Autumn,8/29/2012,916 ASH N/A City of Louisville KY 40217,Outside Fire,151,"151 - Outside rubbish, trash or waste fire",0,500,500,120000,119500
22942,2012,Autumn,8/29/2012,206 BULLITT N/A City of Bancroft KY 40222,Structure Fire,111,111 - Building fire,1000,4000,5000,920000,915000
22961,2012,Autumn,8/29/2012,3725 PENWAY na City of Louisville KY 40211,Structure Fire,111,111 - Building fire,3000,15000,18000,15000,-3000
22985,2012,Autumn,8/30/2012,2519 MONTGOMERY n/a City of Louisville KY 40212,Structure Fire,113,"113 - Cooking fire, confined to container",200,0,200,0,-200
23150,2012,Autumn,8/31/2012,3220 KIRBY n/a City of Louisville KY 40211,Structure Fire,111,111 - Building fire,2000,10000,12000,65000,53000
23453,2012,Autumn,9/3/2012,3653 Taylor N/A City of Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
23486,2012,Autumn,9/3/2012,LOUISVILLE City of Louisville KY 40209,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,7000,6000
23487,2012,Autumn,9/3/2012,3118 RADIANCE N/A City of Cambridge KY 40220,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,3000,1000
23561,2012,Autumn,9/4/2012,508 DAKOTA n/a City of Louisville KY 40209,Structure Fire,111,111 - Building fire,75000,250000,325000,250000,-75000
23574,2012,Autumn,9/4/2012,584 VILLAGE WEST N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,0,2000,2000,100000,98000
23757,2012,Autumn,9/6/2012,800 W CHESTNUT N/A City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,825,825,825,0
23935,2012,Autumn,9/7/2012,240 I 71 North N/A City of Beechwood Village KY 40207,Vehicle Fire,131,131 - Passenger vehicle fire,250,5000,5250,5000,-250
23939,2012,Autumn,9/7/2012,2417 ELLIOTT n/a City of Louisville KY 40211,Structure Fire,111,111 - Building fire,5000,55000,60000,75000,15000
24149,2012,Autumn,9/9/2012,516 S 18TH N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,15000,40000,55000,80000,25000
24184,2012,Autumn,9/10/2012,1413 SOUTHGATE N/A City of Louisville KY 40215,Outside Fire,160,"160 - Special outside fire, other",0,200,200,1200,1000
24258,2012,Autumn,9/10/2012,1487 FRANKFORT N/A City of Louisville KY 40206,Vehicle Fire,131,131 - Passenger vehicle fire,1000,6000,7000,6000,-1000
24258,2012,Autumn,9/10/2012,1487 FRANKFORT N/A City of Louisville KY 40206,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,3000,2000
24278,2012,Autumn,9/11/2012,2708 SLEVIN n/a City of Louisville KY 40212,Structure Fire,111,111 - Building fire,0,28170,28170,28170,0
24278,2012,Autumn,9/11/2012,2706 SLEVIN n/a City of Louisville KY 40212,Structure Fire,111,111 - Building fire,0,10000,10000,34190,24190
24278,2012,Autumn,9/11/2012,2710 SLEVIN n/a City of Louisville KY 40212,Structure Fire,111,111 - Building fire,0,12000,12000,36540,24540
24495,2012,Autumn,9/13/2012,1810 S 24TH na City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,500,500,2000,1500
24714,2012,Autumn,9/15/2012,2501 CRITTENDEN 0 City of Louisville KY 40217,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
24800,2012,Autumn,9/16/2012,624 N 26TH na City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,600,600,600,0
24821,2012,Autumn,9/16/2012,790 I 64 East N/A City of Louisville KY 40206,Vehicle Fire,131,131 - Passenger vehicle fire,0,300,300,300,0
24839,2012,Autumn,9/16/2012,923 SHELBY n/a City of Louisville KY 40204,Structure Fire,111,111 - Building fire,500,2000,2500,10000,7500
24980,2012,Autumn,9/18/2012,3675 KAHLERT N/A City of Louisville KY 40215,Structure Fire,111,111 - Building fire,5000,15000,20000,65540,45540
24982,2012,Autumn,9/18/2012,S 3RD City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,0,400,400,3200,2800
24994,2012,Autumn,9/18/2012,5366 NEW CUT n/a City of Louisville KY 40214,Structure Fire,111,111 - Building fire,0,1000,1000,100000,99000
25188,2012,Autumn,9/20/2012,322 LOUIS COLEMAN JR 4 City of Louisville KY 40212,Structure Fire,111,111 - Building fire,1000,5000,6000,75000,69000
25313,2012,Autumn,9/21/2012,937 PHILLIPS N/A City of Louisville KY 40209,Vehicle Fire,138,138 - Off-road vehicle or heavy equipment fire,1200,0,1200,0,-1200
25340,2012,Autumn,9/22/2012,4700 W BROADWAY n/a City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
25398,2012,Autumn,9/22/2012,556 VILLAGE WEST NA City of Louisville KY 40203,Structure Fire,111,111 - Building fire,200,0,200,0,-200
25424,2012,Autumn,9/23/2012,OWEN City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,300,6500,6800,6500,-300
25483,2012,Autumn,9/23/2012,S 33RD City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,200,1500,1700,3000,1300
25492,2012,Autumn,9/23/2012,2622 W BROADWAY n/a City of Louisville KY 40211,Structure Fire,111,111 - Building fire,100,100,200,100000,99800
25529,2012,Autumn,9/24/2012,S 7TH City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,0,1500,1500,1500,0
25548,2012,Autumn,9/24/2012,SOUTHERN City of Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
25597,2012,Autumn,9/24/2012,452 DOUGLAS n/a City of Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
25597,2012,Autumn,9/24/2012,452 DOUGLAS n/a City of Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
25597,2012,Autumn,9/24/2012,452 DOUGLAS n/a City of Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
25668,2012,Autumn,9/25/2012,1521 W JEFFERSON N/a City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
26017,2012,Autumn,9/29/2012,430 I 64 East n/a City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,10000,8000
26032,2012,Autumn,9/29/2012,815 W MARKET 708 City of Louisville KY 40202,Structure Fire,118,"118 - Trash or rubbish fire, contained",1000,1000,2000,1000,-1000
26152,2012,Autumn,10/1/2012,1544 S 30TH n/a City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,2500,2500,40000,37500
26377,2012,Autumn,10/3/2012,313 MAC BRAE n/a City of Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,4000,3000
26604,2012,Autumn,10/5/2012,2223 ST XAVIER N/A City of Louisville KY 40212,Structure Fire,111,111 - Building fire,5000,22400,27400,22400,-5000
